task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
1	79/6dd2ce	53159291	BIGBIO_QUANTMSDIANN:QUANTMSDIANN:INPUT_CHECK:SAMPLESHEET_CHECK (PXD049412.sdrf.tsv)	COMPLETED	0	2026-06-21 18:10:41.774	1m 9s	3s	90.5%	157 MB	565.2 MB	41.6 MB	3.2 KB
2	93/25e67a	53159944	BIGBIO_QUANTMSDIANN:QUANTMSDIANN:CREATE_INPUT_CHANNEL:SDRF_PARSING (PXD049412.sdrf.tsv)	COMPLETED	0	2026-06-21 18:11:51.082	1m 10s	1.7s	90.8%	12 MB	30.9 MB	68 MB	62.8 KB
69	24/3a156f	53160655	BIGBIO_QUANTMSDIANN:QUANTMSDIANN:FILE_PREPARATION:THERMORAWFILEPARSER (20231211_E0_NEO6_15cmAUR3_trap_LFSCP_run58_Armadillo_A549_A23)	COMPLETED	0	2026-06-21 18:13:06.846	1m 14s	11s	109.2%	413.4 MB	1.5 TB	148.7 MB	84.7 MB
70	7e/313b35	53160654	BIGBIO_QUANTMSDIANN:QUANTMSDIANN:FILE_PREPARATION:THERMORAWFILEPARSER (20231211_E0_NEO6_15cmAUR3_trap_LFSCP_run58_Armadillo_A549_A24)	COMPLETED	0	2026-06-21 18:13:06.743	1m 14s	9s	109.0%	360 MB	1.5 TB	116.7 MB	71.5 MB
72	4e/85aea2	53160657	BIGBIO_QUANTMSDIANN:QUANTMSDIANN:FILE_PREPARATION:THERMORAWFILEPARSER (20231211_E0_NEO6_15cmAUR3_trap_LFSCP_run58_Armadillo_A549_B24)	COMPLETED	0	2026-06-21 18:13:07.049	1m 14s	8s	112.1%	377.5 MB	1.5 TB	116.6 MB	71.1 MB
71	9a/e518fd	53160656	BIGBIO_QUANTMSDIANN:QUANTMSDIANN:FILE_PREPARATION:THERMORAWFILEPARSER (20231211_E0_NEO6_15cmAUR3_trap_LFSCP_run58_Armadillo_A549_B23)	COMPLETED	0	2026-06-21 18:13:06.947	1m 14s	11s	108.3%	415.6 MB	1.5 TB	151.6 MB	85.2 MB
74	77/065a20	53160659	BIGBIO_QUANTMSDIANN:QUANTMSDIANN:FILE_PREPARATION:THERMORAWFILEPARSER (20231211_E0_NEO6_15cmAUR3_trap_LFSCP_run58_Armadillo_A549_C24)	COMPLETED	0	2026-06-21 18:13:07.250	1m 14s	8s	110.9%	343.2 MB	1.5 TB	98.3 MB	65.3 MB
76	1b/deb466	53160661	BIGBIO_QUANTMSDIANN:QUANTMSDIANN:FILE_PREPARATION:THERMORAWFILEPARSER (20231211_E0_NEO6_15cmAUR3_trap_LFSCP_run58_Armadillo_A549_D24)	COMPLETED	0	2026-06-21 18:13:07.445	1m 14s	8s	112.3%	327.1 MB	1.5 TB	99.5 MB	65.6 MB
103	ff/082c55	53160704	BIGBIO_QUANTMSDIANN:QUANTMSDIANN:FILE_PREPARATION:THERMORAWFILEPARSER (20231211_E0_NEO6_15cmAUR3_trap_LFSCP_run58_Evo96_A549_D3)	COMPLETED	0	2026-06-21 18:13:10.141	1m 11s	8s	108.1%	379 MB	1.5 TB	105.5 MB	66.2 MB
75	50/6193d2	53160660	BIGBIO_QUANTMSDIANN:QUANTMSDIANN:FILE_PREPARATION:THERMORAWFILEPARSER (20231211_E0_NEO6_15cmAUR3_trap_LFSCP_run58_Armadillo_A549_D23)	COMPLETED	0	2026-06-21 18:13:07.346	1m 19s	9s	112.9%	374.9 MB	1.5 TB	114.4 MB	70.3 MB
77	47/977789	53160662	BIGBIO_QUANTMSDIANN:QUANTMSDIANN:FILE_PREPARATION:THERMORAWFILEPARSER (20231211_E0_NEO6_15cmAUR3_trap_LFSCP_run58_Armadillo_A549_E23)	COMPLETED	0	2026-06-21 18:13:07.547	1m 18s	8s	110.3%	366.6 MB	1.5 TB	110.9 MB	69.4 MB
73	ab/d9149b	53160658	BIGBIO_QUANTMSDIANN:QUANTMSDIANN:FILE_PREPARATION:THERMORAWFILEPARSER (20231211_E0_NEO6_15cmAUR3_trap_LFSCP_run58_Armadillo_A549_C23)	COMPLETED	0	2026-06-21 18:13:07.146	1m 19s	13s	110.1%	408.8 MB	1.5 TB	208.1 MB	108.8 MB
78	06/f987d5	53160663	BIGBIO_QUANTMSDIANN:QUANTMSDIANN:FILE_PREPARATION:THERMORAWFILEPARSER (20231211_E0_NEO6_15cmAUR3_trap_LFSCP_run58_Armadillo_A549_E24)	COMPLETED	0	2026-06-21 18:13:07.653	1m 18s	9s	109.7%	359.4 MB	1.5 TB	100.7 MB	66.2 MB
79	43/13effa	53160665	BIGBIO_QUANTMSDIANN:QUANTMSDIANN:FILE_PREPARATION:THERMORAWFILEPARSER (20231211_E0_NEO6_15cmAUR3_trap_LFSCP_run58_Armadillo_A549_F23)	COMPLETED	0	2026-06-21 18:13:07.753	1m 18s	10s	110.8%	387.7 MB	1.5 TB	132.5 MB	76.6 MB
80	9c/9d1dee	53160666	BIGBIO_QUANTMSDIANN:QUANTMSDIANN:FILE_PREPARATION:THERMORAWFILEPARSER (20231211_E0_NEO6_15cmAUR3_trap_LFSCP_run58_Armadillo_A549_F24)	COMPLETED	0	2026-06-21 18:13:07.844	1m 18s	9s	109.1%	365.9 MB	1.5 TB	117.1 MB	71.7 MB
82	74/fbf167	53160667	BIGBIO_QUANTMSDIANN:QUANTMSDIANN:FILE_PREPARATION:THERMORAWFILEPARSER (20231211_E0_NEO6_15cmAUR3_trap_LFSCP_run58_Armadillo_A549_G24)	COMPLETED	0	2026-06-21 18:13:07.945	1m 18s	11s	83.9%	324.9 MB	1.5 TB	102.5 MB	66.6 MB
83	c2/d83814	53160668	BIGBIO_QUANTMSDIANN:QUANTMSDIANN:FILE_PREPARATION:THERMORAWFILEPARSER (20231211_E0_NEO6_15cmAUR3_trap_LFSCP_run58_Armadillo_A549_H23)	COMPLETED	0	2026-06-21 18:13:08.048	1m 18s	10s	85.6%	357.8 MB	1.5 TB	96.1 MB	63.9 MB
81	98/a4dd77	53160670	BIGBIO_QUANTMSDIANN:QUANTMSDIANN:FILE_PREPARATION:THERMORAWFILEPARSER (20231211_E0_NEO6_15cmAUR3_trap_LFSCP_run58_Armadillo_A549_G23)	COMPLETED	0	2026-06-21 18:13:08.255	1m 18s	11s	85.6%	350.1 MB	1.5 TB	101.8 MB	65.7 MB
90	ca/ade3fe	53160678	BIGBIO_QUANTMSDIANN:QUANTMSDIANN:FILE_PREPARATION:THERMORAWFILEPARSER (20231211_E0_NEO6_15cmAUR3_trap_LFSCP_run58_Evo96_A549_A2)	COMPLETED	0	2026-06-21 18:13:08.842	1m 17s	12s	83.7%	325.4 MB	1.5 TB	124.7 MB	72.2 MB
89	5e/fa4fb8	53160676	BIGBIO_QUANTMSDIANN:QUANTMSDIANN:FILE_PREPARATION:THERMORAWFILEPARSER (20231211_E0_NEO6_15cmAUR3_trap_LFSCP_run58_Evo96_A549_A1)	COMPLETED	0	2026-06-21 18:13:08.743	1m 17s	11s	85.0%	351.4 MB	1.5 TB	118.4 MB	70.6 MB
91	ca/cb845d	53160680	BIGBIO_QUANTMSDIANN:QUANTMSDIANN:FILE_PREPARATION:THERMORAWFILEPARSER (20231211_E0_NEO6_15cmAUR3_trap_LFSCP_run58_Evo96_A549_A3)	COMPLETED	0	2026-06-21 18:13:08.940	1m 17s	12s	84.5%	314 MB	1.5 TB	126.9 MB	73.7 MB
87	9d/7d5b42	53160674	BIGBIO_QUANTMSDIANN:QUANTMSDIANN:FILE_PREPARATION:THERMORAWFILEPARSER (20231211_E0_NEO6_15cmAUR3_trap_LFSCP_run58_Armadillo_A549_J23)	COMPLETED	0	2026-06-21 18:13:08.648	1m 17s	11s	85.8%	342.7 MB	1.5 TB	105.3 MB	67.4 MB
93	5c/8f4f78	53160682	BIGBIO_QUANTMSDIANN:QUANTMSDIANN:FILE_PREPARATION:THERMORAWFILEPARSER (20231211_E0_NEO6_15cmAUR3_trap_LFSCP_run58_Evo96_A549_B1)	COMPLETED	0	2026-06-21 18:13:09.044	1m 17s	11s	86.3%	340 MB	1.5 TB	119.4 MB	71 MB
97	b9/8c1629	53160690	BIGBIO_QUANTMSDIANN:QUANTMSDIANN:FILE_PREPARATION:THERMORAWFILEPARSER (20231211_E0_NEO6_15cmAUR3_trap_LFSCP_run58_Evo96_A549_C1)	COMPLETED	0	2026-06-21 18:13:09.444	1m 17s	12s	84.4%	332.4 MB	1.5 TB	120.7 MB	71.1 MB
94	1c/263176	53160686	BIGBIO_QUANTMSDIANN:QUANTMSDIANN:FILE_PREPARATION:THERMORAWFILEPARSER (20231211_E0_NEO6_15cmAUR3_trap_LFSCP_run58_Evo96_A549_B2)	COMPLETED	0	2026-06-21 18:13:09.240	1m 17s	12s	84.2%	328.2 MB	1.5 TB	122.4 MB	71.8 MB
98	ec/fef8d1	53160694	BIGBIO_QUANTMSDIANN:QUANTMSDIANN:FILE_PREPARATION:THERMORAWFILEPARSER (20231211_E0_NEO6_15cmAUR3_trap_LFSCP_run58_Evo96_A549_C2)	COMPLETED	0	2026-06-21 18:13:09.640	1m 16s	10s	109.3%	385.6 MB	1.5 TB	132.1 MB	75 MB
96	d8/eb515e	53160692	BIGBIO_QUANTMSDIANN:QUANTMSDIANN:FILE_PREPARATION:THERMORAWFILEPARSER (20231211_E0_NEO6_15cmAUR3_trap_LFSCP_run58_Evo96_A549_B4)	COMPLETED	0	2026-06-21 18:13:09.550	1m 17s	9s	109.2%	383.4 MB	1.5 TB	104.7 MB	65.6 MB
86	c4/08a780	53160672	BIGBIO_QUANTMSDIANN:QUANTMSDIANN:FILE_PREPARATION:THERMORAWFILEPARSER (20231211_E0_NEO6_15cmAUR3_trap_LFSCP_run58_Armadillo_A549_I24)	COMPLETED	0	2026-06-21 18:13:08.453	1m 18s	11s	84.1%	335.3 MB	1.5 TB	103.1 MB	66.7 MB
99	5b/effe21	53160696	BIGBIO_QUANTMSDIANN:QUANTMSDIANN:FILE_PREPARATION:THERMORAWFILEPARSER (20231211_E0_NEO6_15cmAUR3_trap_LFSCP_run58_Evo96_A549_C3)	COMPLETED	0	2026-06-21 18:13:09.740	1m 16s	10s	108.7%	359 MB	1.5 TB	121.2 MB	71.4 MB
100	88/3cc472	53160698	BIGBIO_QUANTMSDIANN:QUANTMSDIANN:FILE_PREPARATION:THERMORAWFILEPARSER (20231211_E0_NEO6_15cmAUR3_trap_LFSCP_run58_Evo96_A549_C4)	COMPLETED	0	2026-06-21 18:13:09.840	1m 16s	9s	107.9%	353.8 MB	1.5 TB	118.4 MB	70 MB
101	69/9cc01e	53160702	BIGBIO_QUANTMSDIANN:QUANTMSDIANN:FILE_PREPARATION:THERMORAWFILEPARSER (20231211_E0_NEO6_15cmAUR3_trap_LFSCP_run58_Evo96_A549_D1)	COMPLETED	0	2026-06-21 18:13:10.045	1m 16s	9s	109.3%	392.6 MB	1.5 TB	135.7 MB	76.1 MB
106	aa/9d95bf	53160708	BIGBIO_QUANTMSDIANN:QUANTMSDIANN:FILE_PREPARATION:THERMORAWFILEPARSER (20231211_E0_NEO6_15cmAUR3_trap_LFSCP_run58_Evo96_A549_E2)	COMPLETED	0	2026-06-21 18:13:10.342	1m 16s	10s	106.7%	345.5 MB	1.5 TB	112.6 MB	68 MB
102	a1/d56d90	53160700	BIGBIO_QUANTMSDIANN:QUANTMSDIANN:FILE_PREPARATION:THERMORAWFILEPARSER (20231211_E0_NEO6_15cmAUR3_trap_LFSCP_run58_Evo96_A549_D2)	COMPLETED	0	2026-06-21 18:13:09.942	1m 16s	10s	109.3%	388.9 MB	1.5 TB	132.7 MB	75.8 MB
104	e8/768e45	53160706	BIGBIO_QUANTMSDIANN:QUANTMSDIANN:FILE_PREPARATION:THERMORAWFILEPARSER (20231211_E0_NEO6_15cmAUR3_trap_LFSCP_run58_Evo96_A549_D4)	COMPLETED	0	2026-06-21 18:13:10.242	1m 16s	10s	106.2%	351 MB	1.5 TB	112.3 MB	68 MB
105	fa/60580b	53160710	BIGBIO_QUANTMSDIANN:QUANTMSDIANN:FILE_PREPARATION:THERMORAWFILEPARSER (20231211_E0_NEO6_15cmAUR3_trap_LFSCP_run58_Evo96_A549_E1)	COMPLETED	0	2026-06-21 18:13:10.441	1m 16s	10s	106.8%	372.8 MB	1.5 TB	119.9 MB	70.8 MB
107	47/b59134	53160712	BIGBIO_QUANTMSDIANN:QUANTMSDIANN:FILE_PREPARATION:THERMORAWFILEPARSER (20231211_E0_NEO6_15cmAUR3_trap_LFSCP_run58_Evo96_A549_E3)	COMPLETED	0	2026-06-21 18:13:10.541	1m 16s	10s	107.5%	342.1 MB	1.5 TB	109.1 MB	66.7 MB
108	fd/8cd892	53160714	BIGBIO_QUANTMSDIANN:QUANTMSDIANN:FILE_PREPARATION:THERMORAWFILEPARSER (20231211_E0_NEO6_15cmAUR3_trap_LFSCP_run58_Evo96_A549_E4)	COMPLETED	0	2026-06-21 18:13:10.640	1m 15s	9s	108.2%	352.2 MB	1.5 TB	99.6 MB	63.7 MB
84	7e/03d38c	53160669	BIGBIO_QUANTMSDIANN:QUANTMSDIANN:FILE_PREPARATION:THERMORAWFILEPARSER (20231211_E0_NEO6_15cmAUR3_trap_LFSCP_run58_Armadillo_A549_H24)	COMPLETED	0	2026-06-21 18:13:08.147	1m 23s	14s	85.3%	313.2 MB	1.5 TB	162.1 MB	88.9 MB
88	19/34ae80	53160673	BIGBIO_QUANTMSDIANN:QUANTMSDIANN:FILE_PREPARATION:THERMORAWFILEPARSER (20231211_E0_NEO6_15cmAUR3_trap_LFSCP_run58_Armadillo_A549_J24)	COMPLETED	0	2026-06-21 18:13:08.547	1m 22s	13s	84.0%	314.9 MB	1.5 TB	134.4 MB	77.2 MB
85	e7/52088b	53160671	BIGBIO_QUANTMSDIANN:QUANTMSDIANN:FILE_PREPARATION:THERMORAWFILEPARSER (20231211_E0_NEO6_15cmAUR3_trap_LFSCP_run58_Armadillo_A549_I23)	COMPLETED	0	2026-06-21 18:13:08.350	1m 23s	15s	87.3%	462.8 MB	1.5 TB	192.5 MB	99.4 MB
95	1b/be68b1	53160688	BIGBIO_QUANTMSDIANN:QUANTMSDIANN:FILE_PREPARATION:THERMORAWFILEPARSER (20231211_E0_NEO6_15cmAUR3_trap_LFSCP_run58_Evo96_A549_B3)	COMPLETED	0	2026-06-21 18:13:09.340	1m 22s	13s	85.0%	322.8 MB	1.5 TB	142.2 MB	78.3 MB
92	eb/0603be	53160684	BIGBIO_QUANTMSDIANN:QUANTMSDIANN:FILE_PREPARATION:THERMORAWFILEPARSER (20231211_E0_NEO6_15cmAUR3_trap_LFSCP_run58_Evo96_A549_A4)	COMPLETED	0	2026-06-21 18:13:09.141	1m 22s	13s	85.5%	312.6 MB	1.5 TB	151.1 MB	81.4 MB
143	5c/600784	53160799	BIGBIO_QUANTMSDIANN:QUANTMSDIANN:FILE_PREPARATION:THERMORAWFILEPARSER (20240614_Astral_Neo6_TH026_AU25_DI_run69p2_H460_50SPD_F19)	COMPLETED	0	2026-06-21 18:13:14.140	2m 12s	1m 6s	105.6%	1.1 GB	1.5 TB	930.9 MB	622.8 MB
5	5d/bbabf6	53160527	BIGBIO_QUANTMSDIANN:QUANTMSDIANN:FILE_PREPARATION:THERMORAWFILEPARSER (20231121_DIA_240k_20Th_60ms_FAIMSCV-48_gas3p8_50SPD_SC_A549_B20)	COMPLETED	0	2026-06-21 18:13:01.406	2m 30s	1m 25s	108.1%	1.2 GB	1.5 TB	1.2 GB	750.7 MB
10	b7/d858f3	53160536	BIGBIO_QUANTMSDIANN:QUANTMSDIANN:FILE_PREPARATION:THERMORAWFILEPARSER (20231121_DIA_240k_20Th_60ms_FAIMSCV-48_gas3p8_50SPD_SC_A549_C21)	COMPLETED	0	2026-06-21 18:13:01.701	2m 29s	1m 27s	109.6%	1.3 GB	1.5 TB	1.2 GB	772.3 MB
41	c3/64e6b9	53160618	BIGBIO_QUANTMSDIANN:QUANTMSDIANN:FILE_PREPARATION:THERMORAWFILEPARSER (20231121_DIA_240k_20Th_60ms_FAIMSCV-48_gas3p8_50SPD_SC_A549_J21)	COMPLETED	0	2026-06-21 18:13:03.940	2m 42s	1m 37s	108.5%	1.4 GB	1.5 TB	1.3 GB	808.4 MB
47	e4/5f7ea0	53160631	BIGBIO_QUANTMSDIANN:QUANTMSDIANN:FILE_PREPARATION:THERMORAWFILEPARSER (20231121_DIA_240k_20Th_60ms_FAIMSCV-48_gas3p8_50SPD_SC_A549_K21)	COMPLETED	0	2026-06-21 18:13:04.541	2m 41s	1m 34s	107.6%	1.3 GB	1.5 TB	1.2 GB	791.6 MB
46	12/5e0f53	53160629	BIGBIO_QUANTMSDIANN:QUANTMSDIANN:FILE_PREPARATION:THERMORAWFILEPARSER (20231121_DIA_240k_20Th_60ms_FAIMSCV-48_gas3p8_50SPD_SC_A549_K20)	COMPLETED	0	2026-06-21 18:13:04.458	2m 42s	1m 35s	108.5%	1.3 GB	1.5 TB	1.2 GB	804.3 MB
35	4b/c4e81c	53160604	BIGBIO_QUANTMSDIANN:QUANTMSDIANN:FILE_PREPARATION:THERMORAWFILEPARSER (20231121_DIA_240k_20Th_60ms_FAIMSCV-48_gas3p8_50SPD_SC_A549_I21)	COMPLETED	0	2026-06-21 18:13:03.241	2m 43s	1m 38s	100.4%	1.3 GB	1.5 TB	1.1 GB	742.2 MB
68	93/fa284c	53160651	BIGBIO_QUANTMSDIANN:QUANTMSDIANN:FILE_PREPARATION:THERMORAWFILEPARSER (20231121_DIA_240k_20Th_60ms_FAIMSCV-48_gas3p8_50SPD_SC_A549_O20)	COMPLETED	0	2026-06-21 18:13:06.544	2m 39s	1m 38s	109.0%	1.4 GB	1.5 TB	1.3 GB	856 MB
19	e7/0196b7	53160552	BIGBIO_QUANTMSDIANN:QUANTMSDIANN:FILE_PREPARATION:THERMORAWFILEPARSER (20231121_DIA_240k_20Th_60ms_FAIMSCV-48_gas3p8_50SPD_SC_A549_F19)	COMPLETED	0	2026-06-21 18:13:01.876	2m 49s	1m 45s	109.1%	1.5 GB	1.5 TB	1.4 GB	905.7 MB
27	c8/d36627	53160588	BIGBIO_QUANTMSDIANN:QUANTMSDIANN:FILE_PREPARATION:THERMORAWFILEPARSER (20231121_DIA_240k_20Th_60ms_FAIMSCV-48_gas3p8_50SPD_SC_A549_H19)	COMPLETED	0	2026-06-21 18:13:02.442	2m 49s	1m 46s	101.1%	1.3 GB	1.5 TB	1.3 GB	812.4 MB
29	3c/d1b2a3	53160592	BIGBIO_QUANTMSDIANN:QUANTMSDIANN:FILE_PREPARATION:THERMORAWFILEPARSER (20231121_DIA_240k_20Th_60ms_FAIMSCV-48_gas3p8_50SPD_SC_A549_H21)	COMPLETED	0	2026-06-21 18:13:02.644	2m 48s	1m 43s	108.5%	1.5 GB	1.5 TB	1.4 GB	889.5 MB
24	46/f500fe	53160584	BIGBIO_QUANTMSDIANN:QUANTMSDIANN:FILE_PREPARATION:THERMORAWFILEPARSER (20231121_DIA_240k_20Th_60ms_FAIMSCV-48_gas3p8_50SPD_SC_A549_H16)	COMPLETED	0	2026-06-21 18:13:02.241	2m 49s	1m 44s	100.5%	1.3 GB	1.5 TB	1.2 GB	800.7 MB
26	20/2dad20	53160590	BIGBIO_QUANTMSDIANN:QUANTMSDIANN:FILE_PREPARATION:THERMORAWFILEPARSER (20231121_DIA_240k_20Th_60ms_FAIMSCV-48_gas3p8_50SPD_SC_A549_H18)	COMPLETED	0	2026-06-21 18:13:02.542	2m 48s	1m 41s	108.1%	1.5 GB	1.5 TB	1.4 GB	876.9 MB
30	bf/ca616f	53160594	BIGBIO_QUANTMSDIANN:QUANTMSDIANN:FILE_PREPARATION:THERMORAWFILEPARSER (20231121_DIA_240k_20Th_60ms_FAIMSCV-48_gas3p8_50SPD_SC_A549_I16)	COMPLETED	0	2026-06-21 18:13:02.741	2m 48s	1m 42s	108.2%	1.5 GB	1.5 TB	1.4 GB	888.5 MB
40	60/d6e351	53160614	BIGBIO_QUANTMSDIANN:QUANTMSDIANN:FILE_PREPARATION:THERMORAWFILEPARSER (20231121_DIA_240k_20Th_60ms_FAIMSCV-48_gas3p8_50SPD_SC_A549_J20)	COMPLETED	0	2026-06-21 18:13:03.743	2m 47s	1m 40s	108.4%	1.4 GB	1.5 TB	1.3 GB	839.5 MB
58	33/cc228f	53160642	BIGBIO_QUANTMSDIANN:QUANTMSDIANN:FILE_PREPARATION:THERMORAWFILEPARSER (20231121_DIA_240k_20Th_60ms_FAIMSCV-48_gas3p8_50SPD_SC_A549_M20)	COMPLETED	0	2026-06-21 18:13:05.647	2m 45s	1m 41s	109.4%	1.5 GB	1.5 TB	1.4 GB	871.4 MB
67	91/4056a8	53160653	BIGBIO_QUANTMSDIANN:QUANTMSDIANN:FILE_PREPARATION:THERMORAWFILEPARSER (20231121_DIA_240k_20Th_60ms_FAIMSCV-48_gas3p8_50SPD_SC_A549_O17)	COMPLETED	0	2026-06-21 18:13:06.647	2m 44s	1m 40s	108.9%	1.4 GB	1.5 TB	1.3 GB	866 MB
124	14/38b181	53160758	BIGBIO_QUANTMSDIANN:QUANTMSDIANN:FILE_PREPARATION:THERMORAWFILEPARSER (20240614_Astral_Neo6_TH026_AU25_DI_run69p2_A549_50SPD_C19)	COMPLETED	0	2026-06-21 18:13:12.146	2m 39s	1m 35s	106.4%	1.4 GB	1.5 TB	1.3 GB	826.8 MB
139	8a/ff6933	53160796	BIGBIO_QUANTMSDIANN:QUANTMSDIANN:FILE_PREPARATION:THERMORAWFILEPARSER (20240614_Astral_Neo6_TH026_AU25_DI_run69p2_H460_50SPD_F15)	COMPLETED	0	2026-06-21 18:13:14.073	2m 37s	1m 31s	107.5%	1.4 GB	1.5 TB	1.3 GB	836 MB
140	fc/2b1319	53160791	BIGBIO_QUANTMSDIANN:QUANTMSDIANN:FILE_PREPARATION:THERMORAWFILEPARSER (20240614_Astral_Neo6_TH026_AU25_DI_run69p2_H460_50SPD_F16)	COMPLETED	0	2026-06-21 18:13:13.740	2m 37s	1m 31s	107.1%	1.3 GB	1.5 TB	1.2 GB	806.4 MB
44	df/28e312	53160625	BIGBIO_QUANTMSDIANN:QUANTMSDIANN:FILE_PREPARATION:THERMORAWFILEPARSER (20231121_DIA_240k_20Th_60ms_FAIMSCV-48_gas3p8_50SPD_SC_A549_K18)	COMPLETED	0	2026-06-21 18:13:04.243	2m 52s	1m 49s	100.4%	1.4 GB	1.5 TB	1.3 GB	822.7 MB
57	38/c4731b	53160641	BIGBIO_QUANTMSDIANN:QUANTMSDIANN:FILE_PREPARATION:THERMORAWFILEPARSER (20231121_DIA_240k_20Th_60ms_FAIMSCV-48_gas3p8_50SPD_SC_A549_M19)	COMPLETED	0	2026-06-21 18:13:05.573	2m 50s	1m 43s	108.8%	1.5 GB	1.5 TB	1.4 GB	880.4 MB
110	88/00f872	53160720	BIGBIO_QUANTMSDIANN:QUANTMSDIANN:FILE_PREPARATION:THERMORAWFILEPARSER (20240614_Astral_Neo6_TH026_AU25_DI_run69p2_A549_50SPD_A22)	COMPLETED	0	2026-06-21 18:13:10.843	2m 45s	1m 41s	108.1%	1.4 GB	1.5 TB	1.3 GB	883.8 MB
45	b2/5d1717	53160627	BIGBIO_QUANTMSDIANN:QUANTMSDIANN:FILE_PREPARATION:THERMORAWFILEPARSER (20231121_DIA_240k_20Th_60ms_FAIMSCV-48_gas3p8_50SPD_SC_A549_K19)	COMPLETED	0	2026-06-21 18:13:04.343	2m 52s	1m 46s	105.9%	1.4 GB	1.5 TB	1.4 GB	885.8 MB
116	c6/0333e6	53160732	BIGBIO_QUANTMSDIANN:QUANTMSDIANN:FILE_PREPARATION:THERMORAWFILEPARSER (20240614_Astral_Neo6_TH026_AU25_DI_run69p2_A549_50SPD_C11)	COMPLETED	0	2026-06-21 18:13:11.441	2m 45s	1m 39s	107.9%	1.5 GB	1.5 TB	1.4 GB	884.8 MB
13	bd/771d99	53160539	BIGBIO_QUANTMSDIANN:QUANTMSDIANN:FILE_PREPARATION:THERMORAWFILEPARSER (20231121_DIA_240k_20Th_60ms_FAIMSCV-48_gas3p8_50SPD_SC_A549_D20)	COMPLETED	0	2026-06-21 18:13:01.742	2m 54s	1m 52s	109.9%	1.6 GB	1.5 TB	1.5 GB	938.8 MB
127	31/546e53	53160764	BIGBIO_QUANTMSDIANN:QUANTMSDIANN:FILE_PREPARATION:THERMORAWFILEPARSER (20240614_Astral_Neo6_TH026_AU25_DI_run69p2_A549_50SPD_C22)	COMPLETED	0	2026-06-21 18:13:12.441	2m 44s	1m 37s	106.2%	1.4 GB	1.5 TB	1.3 GB	847.6 MB
138	b5/b64400	53160789	BIGBIO_QUANTMSDIANN:QUANTMSDIANN:FILE_PREPARATION:THERMORAWFILEPARSER (20240614_Astral_Neo6_TH026_AU25_DI_run69p2_H460_50SPD_F14)	COMPLETED	0	2026-06-21 18:13:13.641	2m 42s	1m 37s	107.5%	1.4 GB	1.5 TB	1.3 GB	858.2 MB
141	7f/efe5b6	53160793	BIGBIO_QUANTMSDIANN:QUANTMSDIANN:FILE_PREPARATION:THERMORAWFILEPARSER (20240614_Astral_Neo6_TH026_AU25_DI_run69p2_H460_50SPD_F17)	COMPLETED	0	2026-06-21 18:13:13.848	2m 42s	1m 38s	107.3%	1.5 GB	1.5 TB	1.3 GB	863.9 MB
142	bd/fb18e3	53160795	BIGBIO_QUANTMSDIANN:QUANTMSDIANN:FILE_PREPARATION:THERMORAWFILEPARSER (20240614_Astral_Neo6_TH026_AU25_DI_run69p2_H460_50SPD_F18)	COMPLETED	0	2026-06-21 18:13:13.942	2m 42s	1m 39s	107.5%	1.4 GB	1.5 TB	1.3 GB	877.2 MB
8	b7/add7b7	53160532	BIGBIO_QUANTMSDIANN:QUANTMSDIANN:FILE_PREPARATION:THERMORAWFILEPARSER (20231121_DIA_240k_20Th_60ms_FAIMSCV-48_gas3p8_50SPD_SC_A549_C19)	COMPLETED	0	2026-06-21 18:13:01.570	2m 59s	1m 53s	104.7%	1.6 GB	1.5 TB	1.5 GB	933.6 MB
12	e8/2924ad	53160538	BIGBIO_QUANTMSDIANN:QUANTMSDIANN:FILE_PREPARATION:THERMORAWFILEPARSER (20231121_DIA_240k_20Th_60ms_FAIMSCV-48_gas3p8_50SPD_SC_A549_D19)	COMPLETED	0	2026-06-21 18:13:01.722	2m 59s	1m 56s	108.8%	1.6 GB	1.5 TB	1.5 GB	968.5 MB
20	94/329b24	53160553	BIGBIO_QUANTMSDIANN:QUANTMSDIANN:FILE_PREPARATION:THERMORAWFILEPARSER (20231121_DIA_240k_20Th_60ms_FAIMSCV-48_gas3p8_50SPD_SC_A549_F20)	COMPLETED	0	2026-06-21 18:13:01.896	2m 59s	1m 55s	108.6%	1.6 GB	1.5 TB	1.5 GB	949.3 MB
21	91/64872f	53160555	BIGBIO_QUANTMSDIANN:QUANTMSDIANN:FILE_PREPARATION:THERMORAWFILEPARSER (20231121_DIA_240k_20Th_60ms_FAIMSCV-48_gas3p8_50SPD_SC_A549_G16)	COMPLETED	0	2026-06-21 18:13:01.942	2m 59s	1m 55s	101.8%	1.5 GB	1.5 TB	1.4 GB	925.2 MB
39	18/cd247e	53160616	BIGBIO_QUANTMSDIANN:QUANTMSDIANN:FILE_PREPARATION:THERMORAWFILEPARSER (20231121_DIA_240k_20Th_60ms_FAIMSCV-48_gas3p8_50SPD_SC_A549_J19)	COMPLETED	0	2026-06-21 18:13:03.843	2m 57s	1m 51s	108.8%	1.6 GB	1.5 TB	1.4 GB	916.6 MB
